단계코드,단계명,하위유형,데이터셋,컬럼번호,raw data 컬럼 헤더(문항 원문),레이아웃 코드,전 제품군 공통
S2,기능별 고객 경험 평가,기능 만족도,투블럭에이아이 · 키위티,15,Q2. '계정 관리'에 대한 만족도는 몇 점입니까? - 개선 포인트가 있다면 작성해주세요.,L10|L10a|L1a|L9a|L10b|L9|L1b|L12|L8|L8t|L11a|L11|L24,필수 5/5
S2,기능별 고객 경험 평가,기능 만족도,투블럭에이아이 · 키위티,16,Q3. '학생/Class 관리'에 대한 만족도는 몇 점입니까? - 만족도는 몇 점인가요?,L10|L10a|L1a|L9a|L10b|L9|L1b|L12|L8|L8t|L11a|L11|L24,필수 5/5
S2,기능별 고객 경험 평가,기능 만족도,투블럭에이아이 · 키위티,17,Q3. '학생/Class 관리'에 대한 만족도는 몇 점입니까? - 본 기능을 사용하시면서 불편했던 점을 말씀해주세요.,L10|L10a|L1a|L9a|L10b|L9|L1b|L12|L8|L8t|L11a|L11|L24,필수 5/5
S2,기능별 고객 경험 평가,기능 만족도,투블럭에이아이 · 키위티,18,Q3. '학생/Class 관리'에 대한 만족도는 몇 점입니까? - 개선 포인트가 있다면 작성해주세요.,L10|L10a|L1a|L9a|L10b|L9|L1b|L12|L8|L8t|L11a|L11|L24,필수 5/5
S2,기능별 고객 경험 평가,기능 만족도,투블럭에이아이 · 키위티,19,Q4. '평가 관리'에 대한 만족도는 몇 점입니까? - 만족도는 몇 점인가요?,L10|L10a|L1a|L9a|L10b|L9|L1b|L12|L8|L8t|L11a|L11|L24,필수 5/5
S2,기능별 고객 경험 평가,기능 만족도,투블럭에이아이 · 키위티,20,Q4. '평가 관리'에 대한 만족도는 몇 점입니까? - 본 기능을 사용하시면서 불편했던 점을 말씀해주세요.,L10|L10a|L1a|L9a|L10b|L9|L1b|L12|L8|L8t|L11a|L11|L24,필수 5/5
S2,기능별 고객 경험 평가,기능 만족도,투블럭에이아이 · 키위티,21,Q4. '평가 관리'에 대한 만족도는 몇 점입니까? - 개선 포인트가 있다면 작성해주세요.,L10|L10a|L1a|L9a|L10b|L9|L1b|L12|L8|L8t|L11a|L11|L24,필수 5/5
S2,기능별 고객 경험 평가,기능 만족도,투블럭에이아이 · 키위티,22,Q5. '과제 관리'에 대한 만족도는 몇 점입니까? - 만족도는 몇 점인가요?,L10|L10a|L1a|L9a|L10b|L9|L1b|L12|L8|L8t|L11a|L11|L24,필수 5/5
S2,기능별 고객 경험 평가,기능 만족도,투블럭에이아이 · 키위티,23,Q5. '과제 관리'에 대한 만족도는 몇 점입니까? - 본 기능을 사용하시면서 불편했던 점을 말씀해주세요.,L10|L10a|L1a|L9a|L10b|L9|L1b|L12|L8|L8t|L11a|L11|L24,필수 5/5
S2,기능별 고객 경험 평가,기능 만족도,투블럭에이아이 · 키위티,24,Q5. '과제 관리'에 대한 만족도는 몇 점입니까? - 개선 포인트가 있다면 작성해주세요.,L10|L10a|L1a|L9a|L10b|L9|L1b|L12|L8|L8t|L11a|L11|L24,필수 5/5
S2,기능별 고객 경험 평가,기능 만족도,투블럭에이아이 · 키위티,25,Q6. '리포트'에 대한 만족도는 몇 점입니까? - 만족도는 몇 점인가요?,L10|L10a|L1a|L9a|L10b|L9|L1b|L12|L8|L8t|L11a|L11|L24,필수 5/5
S2,기능별 고객 경험 평가,기능 만족도,투블럭에이아이 · 키위티,26,Q6. '리포트'에 대한 만족도는 몇 점입니까? - 본 기능을 사용하시면서 불편했던 점을 말씀해주세요.,L10|L10a|L1a|L9a|L10b|L9|L1b|L12|L8|L8t|L11a|L11|L24,필수 5/5
S2,기능별 고객 경험 평가,기능 만족도,투블럭에이아이 · 키위티,27,Q6. '리포트'에 대한 만족도는 몇 점입니까? - 개선 포인트가 있다면 작성해주세요.,L10|L10a|L1a|L9a|L10b|L9|L1b|L12|L8|L8t|L11a|L11|L24,필수 5/5
S2,기능별 고객 경험 평가,기능 중요 순위,리바랩스 · 캣독런,18,1위,L5|L9a|L6|L6a,필수 5/5
S2,기능별 고객 경험 평가,기능 중요 순위,리바랩스 · 캣독런,19,2위,L5|L9a|L6|L6a,필수 5/5
S2,기능별 고객 경험 평가,기능 중요 순위,리바랩스 · 캣독런,20,3위,L5|L9a|L6|L6a,필수 5/5
S2,기능별 고객 경험 평가,기능 중요 순위,리바랩스 · 캣독런,21,4위,L5|L9a|L6|L6a,필수 5/5
S2,기능별 고객 경험 평가,기능 중요 순위,리바랩스 · 캣독런,22,5위,L5|L9a|L6|L6a,필수 5/5
S2,기능별 고객 경험 평가,기능 중요 순위,리바랩스 · 캣독런,23,6위,L5|L9a|L6|L6a,필수 5/5
S2,기능별 고객 경험 평가,기능 중요 순위,투블럭에이아이 · 키위티,28,Q7. 앞선 6가지 기능 중 중요하다고 생각되는 순위를 1위부터 6위까지 순서대로 작성해주세요. - 마이홈,L5|L9a|L6|L6a,필수 5/5
S2,기능별 고객 경험 평가,기능 중요 순위,투블럭에이아이 · 키위티,29,Q7. 앞선 6가지 기능 중 중요하다고 생각되는 순위를 1위부터 6위까지 순서대로 작성해주세요. - 계정 관리,L5|L9a|L6|L6a,필수 5/5
S2,기능별 고객 경험 평가,기능 중요 순위,투블럭에이아이 · 키위티,30,Q7. 앞선 6가지 기능 중 중요하다고 생각되는 순위를 1위부터 6위까지 순서대로 작성해주세요. - 학생/Class 관리,L5|L9a|L6|L6a,필수 5/5
S2,기능별 고객 경험 평가,기능 중요 순위,투블럭에이아이 · 키위티,31,Q7. 앞선 6가지 기능 중 중요하다고 생각되는 순위를 1위부터 6위까지 순서대로 작성해주세요. - 평가 관리,L5|L9a|L6|L6a,필수 5/5
S2,기능별 고객 경험 평가,기능 중요 순위,투블럭에이아이 · 키위티,32,Q7. 앞선 6가지 기능 중 중요하다고 생각되는 순위를 1위부터 6위까지 순서대로 작성해주세요. - 과제 관리,L5|L9a|L6|L6a,필수 5/5
S2,기능별 고객 경험 평가,기능 중요 순위,투블럭에이아이 · 키위티,33,Q7. 앞선 6가지 기능 중 중요하다고 생각되는 순위를 1위부터 6위까지 순서대로 작성해주세요. - 키위티 리포트,L5|L9a|L6|L6a,필수 5/5
S3,타사 서비스 경험 조사,,리바랩스 · 캣독런,24,캣독런 외 걷기 서비스 경험 유무,L10b|L1|L9|L14,조건부 4/5
S3,타사 서비스 경험 조사,,리바랩스 · 캣독런,25,사용해본 걷기 서비스,L10b|L1|L9|L14,조건부 4/5
S3,타사 서비스 경험 조사,,리바랩스 · 캣독런,26,해당 서비스 만족도,L10b|L1|L9|L14,조건부 4/5
S3,타사 서비스 경험 조사,,리바랩스 · 캣독런,27,이유  ※ 앞 문항 귀속: 해당 서비스 만족도,L10b|L1|L9|L14,조건부 4/5
S3,타사 서비스 경험 조사,,케어클 · 테크핏,25,테크핏 외에 다른 홈케어 디바이스를 사용하신 경험이있으십니까?,L10b|L1|L9|L14,조건부 4/5
S3,타사 서비스 경험 조사,,케어클 · 테크핏,26,어떤 뷰티 디바이스를 사용해 보셨나요?,L10b|L1|L9|L14,조건부 4/5
S3,타사 서비스 경험 조사,,케어클 · 테크핏,27,경험하신 제품에 대해 얼마나 만족하시나요?,L10b|L1|L9|L14,조건부 4/5
S3,타사 서비스 경험 조사,,케어클 · 테크핏,28,위와 같이 평가한 이유는 무엇인가요?  ※ 앞 문항 귀속: 경험하신 제품에 대해 얼마나 만족하시나요?,L10b|L1|L9|L14,조건부 4/5
S3,타사 서비스 경험 조사,,이젠오토 · 셀케어,26,차량 정비 관련하여 과거에 사용했던 서비스 중 만족했던 서비스가 있으십니까?,L10b|L1|L9|L14,조건부 4/5
S3,타사 서비스 경험 조사,,이젠오토 · 셀케어,27,있으시다면 어떤 서비스를 경험하셨는지 서비스의 이름을 적어주세요.,L10b|L1|L9|L14,조건부 4/5
S3,타사 서비스 경험 조사,,이젠오토 · 셀케어,28,경험하신 서비스의 기억에 남는 장점은 무엇이었습니까?,L10b|L1|L9|L14,조건부 4/5
S3,타사 서비스 경험 조사,,이젠오토 · 셀케어,29,경험하신 서비스의 기억에 남는 단점은 무엇이었습니까?,L10b|L1|L9|L14,조건부 4/5
S3,타사 서비스 경험 조사,,이젠오토 · 셀케어,30,경험하신 서비스에 대한 만족도는 몇 점입니까?,L10b|L1|L9|L14,조건부 4/5
S3,타사 서비스 경험 조사,,이젠오토 · 셀케어,31,위와 같이 평가한 이유는 무엇입니까?  ※ 앞 문항 귀속: 경험하신 서비스에 대한 만족도는 몇 점입니까?,L10b|L1|L9|L14,조건부 4/5
S3,타사 서비스 경험 조사,,정리습관,34,정리/수납 또는 청소·이사 등 견적 기반 홈서비스 관련 서비스를 직접 이용해본 적이 있나요?,L10b|L1|L9|L14,조건부 4/5
S3,타사 서비스 경험 조사,,정리습관,35,이용해본 서비스명을 적어주세요,L10b|L1|L9|L14,조건부 4/5
S3,타사 서비스 경험 조사,,정리습관,36,"해당 서비스를 이용하는 과정이 얼마나 만족스러웠나요? ※원본 헤더 훼손, 보고서 Q32 기준 보정",L10b|L1|L9|L14,조건부 4/5
S3,타사 서비스 경험 조사,,정리습관,37,해당 서비스에서 만족스러웠던 점은 무엇이었나요?,L10b|L1|L9|L14,조건부 4/5
S3,타사 서비스 경험 조사,,정리습관,38,해당 서비스에서 아쉬웠던 점은 무엇이었나요?,L10b|L1|L9|L14,조건부 4/5
S4,고객 여정 기반 경험 평가,,케어클 · 테크핏,29,‘테크핏’을 어느 정도 주기로 사용하셨나요?,L10|L10a|L10b|L1|L13|L13a|L9|L11,조건부 1/5
S4,고객 여정 기반 경험 평가,,케어클 · 테크핏,30,"‘테크핏’을 한 번 사용하실 때, 사용 시간은 어느 정도 되시나요?",L10|L10a|L10b|L1|L13|L13a|L9|L11,조건부 1/5
S4,고객 여정 기반 경험 평가,,케어클 · 테크핏,31,‘테크핏’이 담긴 박스를 처음 받아보셨을 때 첫인상은 어떠셨나요?,L10|L10a|L10b|L1|L13|L13a|L9|L11,조건부 1/5
S4,고객 여정 기반 경험 평가,,케어클 · 테크핏,32,‘테크핏’이 담긴 박스를 처음 열어보셨을 때 느낌은 어떠셨나요?,L10|L10a|L10b|L1|L13|L13a|L9|L11,조건부 1/5
S4,고객 여정 기반 경험 평가,,케어클 · 테크핏,33,‘테크핏’을 처음 사용하셨을 때 전반적인 과정은 어떠셨나요?,L10|L10a|L10b|L1|L13|L13a|L9|L11,조건부 1/5
S4,고객 여정 기반 경험 평가,,케어클 · 테크핏,34,"약 일주일 동안 사용해 보신 후, 제품에 대한 만족도는 몇 점인가요?",L10|L10a|L10b|L1|L13|L13a|L9|L11,조건부 1/5
S4,고객 여정 기반 경험 평가,,케어클 · 테크핏,35,"2주간 사용을 마치신 후, 제품에 대한 만족도는 몇 점인가요?",L10|L10a|L10b|L1|L13|L13a|L9|L11,조건부 1/5
S5,핵심구매요소,단일선택,리바랩스 · 캣독런,28,가장 영향을 미칠 수 있는 핵심 요인,L10|L10a|L1|L9|L24,필수 5/5
S5,핵심구매요소,단일선택,리바랩스 · 캣독런,29,이유  ※ 앞 문항 귀속: 가장 영향을 미칠 수 있는 핵심 요인,L10|L10a|L1|L9|L24,필수 5/5
S5,핵심구매요소,단일선택,이젠오토 · 셀케어,32,셀케어 서비스를 이용함에 있어서 가장 영향을 미칠수 있는 핵심 요인은 무엇이라고 생각하십니까?,L10|L10a|L1|L9|L24,필수 5/5
S5,핵심구매요소,단일선택,정리습관,39,‘정리습관’ 서비스를 이용할 때 가장 크게 영향을 미칠 수 있는 요인은 무엇이라고 생각하시나요?,L10|L10a|L1|L9|L24,필수 5/5
S5,핵심구매요소,단일선택,정리습관,40,위와 같이 평가한 이유는 무엇인가요?  ※ 앞 문항 귀속: ‘정리습관’ 서비스를 이용할 때 가장 크게 영향을 미칠 수 있는 요인은 무엇이라고 생각하시나요?,L10|L10a|L1|L9|L24,필수 5/5
S5,핵심구매요소,구매요소 순위,케어클 · 테크핏,36,1위,L1|L9,필수 5/5
S5,핵심구매요소,구매요소 순위,케어클 · 테크핏,37,2위,L1|L9,필수 5/5
S5,핵심구매요소,구매요소 순위,케어클 · 테크핏,38,3위,L1|L9,필수 5/5
S5,핵심구매요소,구매요소 순위,케어클 · 테크핏,39,4위,L1|L9,필수 5/5
S5,핵심구매요소,구매요소 순위,케어클 · 테크핏,40,5위,L1|L9,필수 5/5
S5,핵심구매요소,구매요소 순위,케어클 · 테크핏,41,6위,L1|L9,필수 5/5
S5,핵심구매요소,구매요소 순위,케어클 · 테크핏,42,7위,L1|L9,필수 5/5
S5,핵심구매요소,구매요소 순위,케어클 · 테크핏,43,8위,L1|L9,필수 5/5
S5,핵심구매요소,구매요소 순위,투블럭에이아이 · 키위티,34,Q8. 글 첨삭 서비스를 구매(혹은 이용 결정)함에 있어서 가장 영향을 미칠 수 있는 핵심 요인은 무엇이라고 생각하십니까? - 사용 편의성,L1|L9,필수 5/5
S5,핵심구매요소,구매요소 순위,투블럭에이아이 · 키위티,35,Q8. 글 첨삭 서비스를 구매(혹은 이용 결정)함에 있어서 가장 영향을 미칠 수 있는 핵심 요인은 무엇이라고 생각하십니까? - 디자인,L1|L9,필수 5/5
S5,핵심구매요소,구매요소 순위,투블럭에이아이 · 키위티,36,Q8. 글 첨삭 서비스를 구매(혹은 이용 결정)함에 있어서 가장 영향을 미칠 수 있는 핵심 요인은 무엇이라고 생각하십니까? - 가격 경쟁력,L1|L9,필수 5/5
S5,핵심구매요소,구매요소 순위,투블럭에이아이 · 키위티,37,Q8. 글 첨삭 서비스를 구매(혹은 이용 결정)함에 있어서 가장 영향을 미칠 수 있는 핵심 요인은 무엇이라고 생각하십니까? - 기술적 트렌드,L1|L9,필수 5/5
S5,핵심구매요소,구매요소 순위,투블럭에이아이 · 키위티,38,Q8. 글 첨삭 서비스를 구매(혹은 이용 결정)함에 있어서 가장 영향을 미칠 수 있는 핵심 요인은 무엇이라고 생각하십니까? - 첨삭 정확도,L1|L9,필수 5/5
S5,핵심구매요소,구매요소 순위,투블럭에이아이 · 키위티,39,Q8. 글 첨삭 서비스를 구매(혹은 이용 결정)함에 있어서 가장 영향을 미칠 수 있는 핵심 요인은 무엇이라고 생각하십니까? - 이용 자유도,L1|L9,필수 5/5
S5,핵심구매요소,구매요소별 만족도,정리습관,41,사용 편의성 만족,L10b|L9|L27,필수 5/5
S5,핵심구매요소,구매요소별 만족도,정리습관,42,위와 같이 평가한 이유는 무엇인가요?  ※ 앞 문항 귀속: 사용 편의성 만족,L10b|L9|L27,필수 5/5
S5,핵심구매요소,구매요소별 만족도,정리습관,43,서비스 신뢰도 만족,L10b|L9|L27,필수 5/5
S5,핵심구매요소,구매요소별 만족도,정리습관,44,위와 같이 평가한 이유는 무엇인가요?  ※ 앞 문항 귀속: 서비스 신뢰도 만족,L10b|L9|L27,필수 5/5
S5,핵심구매요소,구매요소별 만족도,정리습관,45,가격 만족,L10b|L9|L27,필수 5/5
S5,핵심구매요소,구매요소별 만족도,정리습관,46,위와 같이 평가한 이유는 무엇인가요?  ※ 앞 문항 귀속: 가격 만족,L10b|L9|L27,필수 5/5
S5,핵심구매요소,구매요소별 만족도,정리습관,47,소요시간 만족,L10b|L9|L27,필수 5/5
S5,핵심구매요소,구매요소별 만족도,정리습관,48,위와 같이 평가한 이유는 무엇인가요?  ※ 앞 문항 귀속: 소요시간 만족,L10b|L9|L27,필수 5/5
S5,핵심구매요소,구매요소별 만족도,투블럭에이아이 · 키위티,42,핵심구매요소 만족도 평가 - Q9. 키위티를 선택함에 있어 ‘사용 편의성’ 요소에 대한 만족도는 몇 점입니까?,L10b|L9|L27,필수 5/5
S5,핵심구매요소,구매요소별 만족도,투블럭에이아이 · 키위티,43,핵심구매요소 만족도 평가 - Q10. 키위티를 선택함에 있어 ‘디자인’ 요소에 대한 만족도는 몇 점입니까?,L10b|L9|L27,필수 5/5
S5,핵심구매요소,구매요소별 만족도,투블럭에이아이 · 키위티,44,핵심구매요소 만족도 평가 - Q11. 키위티를 선택함에 있어 ‘가격 경쟁력’ 요소에 대한 만족도는 몇 점입니까?,L10b|L9|L27,필수 5/5
S5,핵심구매요소,구매요소별 만족도,투블럭에이아이 · 키위티,45,핵심구매요소 만족도 평가 - Q12. 키위티를 선택함에 있어 ‘기술적 트렌드’ 요소에 대한 만족도는 몇 점입니까?,L10b|L9|L27,필수 5/5
S5,핵심구매요소,구매요소별 만족도,투블럭에이아이 · 키위티,46,핵심구매요소 만족도 평가 - Q13. 키위티를 선택함에 있어 ‘첨삭 정확도’ 요소에 대한 만족도는 몇 점입니까?,L10b|L9|L27,필수 5/5
S5,핵심구매요소,구매요소별 만족도,투블럭에이아이 · 키위티,47,핵심구매요소 만족도 평가 - Q14. 키위티를 선택함에 있어 ‘이용 자유도’ 요소에 대한 만족도는 몇 점입니까?,L10b|L9|L27,필수 5/5
S6,4대 가치 만족도,,리바랩스 · 캣독런,30,기능적 가치 만족도,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,리바랩스 · 캣독런,31,이유  ※ 앞 문항 귀속: 기능적 가치 만족도,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,리바랩스 · 캣독런,32,심미적 가치 만족도,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,리바랩스 · 캣독런,33,이유  ※ 앞 문항 귀속: 심미적 가치 만족도,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,리바랩스 · 캣독런,34,경제적 가치 만족도,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,리바랩스 · 캣독런,35,이유  ※ 앞 문항 귀속: 경제적 가치 만족도,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,리바랩스 · 캣독런,36,사회·공공적 이슈 가치 만족도,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,리바랩스 · 캣독런,37,이유  ※ 앞 문항 귀속: 사회·공공적 이슈 가치 만족도,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,케어클 · 테크핏,44,기능적 가치 영역 만족도,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,케어클 · 테크핏,45,위와 같이 평가한 이유는 무엇인가요?  ※ 앞 문항 귀속: 기능적 가치 영역 만족도,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,케어클 · 테크핏,46,경제적 가치 영역 만족도,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,케어클 · 테크핏,47,위와 같이 평가한 이유는 무엇인가요?  ※ 앞 문항 귀속: 경제적 가치 영역 만족도,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,케어클 · 테크핏,48,심미적 가치 영역 만족도,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,케어클 · 테크핏,49,위와 같이 평가한 이유는 무엇인가요?  ※ 앞 문항 귀속: 심미적 가치 영역 만족도,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,케어클 · 테크핏,50,사회·공공적 이슈 가치 영역 만족도,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,케어클 · 테크핏,51,위와 같이 평가한 이유는 무엇인가요?  ※ 앞 문항 귀속: 사회·공공적 이슈 가치 영역 만족도,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,이젠오토 · 셀케어,33,셀케어의 기능적 가치 영역에 대한 만족도는 몇 점입니까?,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,이젠오토 · 셀케어,34,위와 같이 평가한 이유는 무엇입니까?  ※ 앞 문항 귀속: 셀케어의 기능적 가치 영역에 대한 만족도는 몇 점입니까?,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,이젠오토 · 셀케어,35,본 서비스를 경험해보고 가장 인상 깊었던 기능은 무엇이었습니까?,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,이젠오토 · 셀케어,36,셀케어의 심미적 가치 영역에 대한 만족도는 몇 점입니까?,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,이젠오토 · 셀케어,37,위와 같이 평가한 이유는 무엇입니까?  ※ 앞 문항 귀속: 셀케어의 심미적 가치 영역에 대한 만족도는 몇 점입니까?,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,이젠오토 · 셀케어,38,"셀케어에 위와 같은 구독 플랜이 추가된다면, 구독 시 사용자가 얻을 수 있는 경제적 가치 영역에 대한 만족도는 몇 점입니까?",L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,이젠오토 · 셀케어,39,"위와 같이 평가한 이유는 무엇입니까?  ※ 앞 문항 귀속: 셀케어에 위와 같은 구독 플랜이 추가된다면, 구독 시 사용자가 얻을 수 있는 경제적 가치 영역에 대한 만족도는 몇 점입니까?",L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,이젠오토 · 셀케어,40,셀케어의 사회적 가치 영역에 대한 만족도는 몇 점입니까?,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,이젠오토 · 셀케어,41,위와 같이 평가한 이유는 무엇입니까?  ※ 앞 문항 귀속: 셀케어의 사회적 가치 영역에 대한 만족도는 몇 점입니까?,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,투블럭에이아이 · 키위티,48,4대 가치별 만족도 조사 - Q15. 키위티의 기능적 가치 영역(앞서 제시한 모든 기능)에 대한 만족도는 몇 점입니까?,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,투블럭에이아이 · 키위티,49,4대 가치별 만족도 조사 - Q16. 키위티의 경제적 가치 영역에 대한 만족도는 몇 점입니까?,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,투블럭에이아이 · 키위티,50,"4대 가치별 만족도 조사 - Q17. 키위티의 심미적 가치 영역(디자인, 화면 구성 및 레이아웃, 색상, 폰트 등)에 대한 만족도는 몇 점입니까?",L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S6,4대 가치 만족도,,투블럭에이아이 · 키위티,51,4대 가치별 만족도 조사 - Q18. 키위티의 사회·공공적 가치 영역(지역 간 교육 격차 감소 등)에 대한 만족도는 몇 점입니까?,L10|L10a|L10b|L9|L25|L26|L1a,조건부 4/5
S7,사용자 경험 품질 평가,,리바랩스 · 캣독런,38,실용성1) 조작 편의성,L10|L10a|L10b|L4|L9|L11,조건부 1/5
S7,사용자 경험 품질 평가,,리바랩스 · 캣독런,39,이유  ※ 앞 문항 귀속: 실용성1) 조작 편의성,L10|L10a|L10b|L4|L9|L11,조건부 1/5
S7,사용자 경험 품질 평가,,리바랩스 · 캣독런,40,즐거움1) 재미·흥미도,L10|L10a|L10b|L4|L9|L11,조건부 1/5
S7,사용자 경험 품질 평가,,리바랩스 · 캣독런,41,이유  ※ 앞 문항 귀속: 즐거움1) 재미·흥미도,L10|L10a|L10b|L4|L9|L11,조건부 1/5
S7,사용자 경험 품질 평가,,리바랩스 · 캣독런,42,실용성2) 게임 진행 자연스러움,L10|L10a|L10b|L4|L9|L11,조건부 1/5
S7,사용자 경험 품질 평가,,리바랩스 · 캣독런,43,이유  ※ 앞 문항 귀속: 실용성2) 게임 진행 자연스러움,L10|L10a|L10b|L4|L9|L11,조건부 1/5
S7,사용자 경험 품질 평가,,리바랩스 · 캣독런,44,즐거움2) 몰입도,L10|L10a|L10b|L4|L9|L11,조건부 1/5
S7,사용자 경험 품질 평가,,리바랩스 · 캣독런,45,이유  ※ 앞 문항 귀속: 즐거움2) 몰입도,L10|L10a|L10b|L4|L9|L11,조건부 1/5
S7,사용자 경험 품질 평가,,리바랩스 · 캣독런,46,실용성3) 화면·메뉴 설계 품질,L10|L10a|L10b|L4|L9|L11,조건부 1/5
S7,사용자 경험 품질 평가,,리바랩스 · 캣독런,47,이유  ※ 앞 문항 귀속: 실용성3) 화면·메뉴 설계 품질,L10|L10a|L10b|L4|L9|L11,조건부 1/5
S7,사용자 경험 품질 평가,,리바랩스 · 캣독런,48,즐거움3) 재플레이 의지,L10|L10a|L10b|L4|L9|L11,조건부 1/5
S7,사용자 경험 품질 평가,,리바랩스 · 캣독런,49,이유  ※ 앞 문항 귀속: 즐거움3) 재플레이 의지,L10|L10a|L10b|L4|L9|L11,조건부 1/5
S7,사용자 경험 품질 평가,,리바랩스 · 캣독런,50,실용성4) 규칙·목표 이해 용이성,L10|L10a|L10b|L4|L9|L11,조건부 1/5
S7,사용자 경험 품질 평가,,리바랩스 · 캣독런,51,이유  ※ 앞 문항 귀속: 실용성4) 규칙·목표 이해 용이성,L10|L10a|L10b|L4|L9|L11,조건부 1/5
S7,사용자 경험 품질 평가,,리바랩스 · 캣독런,52,즐거움4) 차별성·독창성,L10|L10a|L10b|L4|L9|L11,조건부 1/5
S7,사용자 경험 품질 평가,,리바랩스 · 캣독런,53,이유  ※ 앞 문항 귀속: 즐거움4) 차별성·독창성,L10|L10a|L10b|L4|L9|L11,조건부 1/5
S8,종합 만족도 및 NPS 지수,종합 만족도,리바랩스 · 캣독런,54,전반적인 만족도,L1|L9|L11,필수 5/5
S8,종합 만족도 및 NPS 지수,종합 만족도,리바랩스 · 캣독런,55,이유  ※ 앞 문항 귀속: 전반적인 만족도,L1|L9|L11,필수 5/5
S8,종합 만족도 및 NPS 지수,종합 만족도,케어클 · 테크핏,52,전반적인 만족도(종합 점수),L1|L9|L11,필수 5/5
S8,종합 만족도 및 NPS 지수,종합 만족도,케어클 · 테크핏,53,위와 같이 평가한 이유는 무엇인가요?  ※ 앞 문항 귀속: 전반적인 만족도(종합 점수),L1|L9|L11,필수 5/5
S8,종합 만족도 및 NPS 지수,종합 만족도,이젠오토 · 셀케어,44,셀케어의 전반적인 만족도(종합 점수)는 몇 점입니까?,L1|L9|L11,필수 5/5
S8,종합 만족도 및 NPS 지수,종합 만족도,정리습관,49,전반적인 만족도(종합 점수),L1|L9|L11,필수 5/5
S8,종합 만족도 및 NPS 지수,종합 만족도,정리습관,50,위와 같이 평가한 이유는 무엇인가요?  ※ 앞 문항 귀속: 전반적인 만족도(종합 점수),L1|L9|L11,필수 5/5
S8,종합 만족도 및 NPS 지수,종합 만족도,투블럭에이아이 · 키위티,52,Q19. 키위티 서비스의 전반적인 만족도(종합 점수)는 몇 점입니까? - 만족도를 평가해주세요.,L1|L9|L11,필수 5/5
S8,종합 만족도 및 NPS 지수,종합 만족도,투블럭에이아이 · 키위티,53,Q19. 키위티 서비스의 전반적인 만족도(종합 점수)는 몇 점입니까? - 위와 같이 평가한 이유는 무엇인가요?,L1|L9|L11,필수 5/5
S8,종합 만족도 및 NPS 지수,NPS (추천 의향 1문항),리바랩스 · 캣독런,56,NPS,L10|L10a|L7|L22|L11|L19,필수 5/5
S8,종합 만족도 및 NPS 지수,NPS (추천 의향 1문항),리바랩스 · 캣독런,57,이유  ※ 앞 문항 귀속: NPS,L10|L10a|L7|L22|L11|L19,필수 5/5
S8,종합 만족도 및 NPS 지수,NPS (추천 의향 1문항),케어클 · 테크핏,54,NPS,L10|L10a|L7|L22|L11|L19,필수 5/5
